         385 24431.44
          65
5332        1525
         247        5122        1458           7
         248        5093        1468           3
         249        5057        1460          13
         250        5073        1466           6
         251        5085        1492           2
         252        5076        1481           7
         253        5136        1467           1
         254        5139        1496           4
         255        5133        1503           1
         256        5094        1500           3
         257        5132        1515          14
         258        5150        1520           2
         259        5155        1458          38
         260        5176        1468           9
         261        5199        1472           4
         262        5223        1472           5
         263        5218        1489          14
         264        5196        1499          23
         265        5176        1502           2
         266        5180        1484           5
         267        5491        1481          18
         268        5496        1501          21
         269        5458        1544          28
         270        5470        1490           3
         271        5459        1494           2
         272        5454        1489          18
         273        5445        1495          17
         274        5438        1496           4
         275        5247        1483          36
         276        5242        1508           4
         277        5208        1506           6
         278        5217        1523           8
         279        5193        1512           3
         280        5152        1546          14
         281        5185        1564           3
         282        5155        1569           1
         283        5225        1561           9
         284        5233        1549           3
         285        5235        1535           2
         286        5246        1524           3
         287        5253        1509           5
         288        5259        1508          15
         289        5260        1565           3
         290        5271        1554           2
         291        5252        1543           1
         292        5264        1536           2
         293        5260        1531           5
         294        5280        1515          12
         295        5262        1525           2
         296        5423        1505          11
         297        5409        1508          12
         298        5417        1523          19
         299        5407        1561          30
         300        5493        1474           3
         301        5401        1512          10
         302        5299        1521          38
         303        5295        1531          14
         304        5289        1565           4
         305        5291        1552           3
         306        5290        1577           3
         307        5309        1541          20
         308        5313        1559          42
         309        5311        1529          10
         310        5327        1535          42
         311        5324        1513          26
         312        5331        1570           4
         313        5339        1562          53
         314        5335        1533          56
         315        5343        1543           8
         316        5360        1572          25
         317        5361        1540          60
         318        5385        1568          47
         319        5242        1556           1
         320        5225        1515           2
         321        5275        1533           8
         322        5379        1521          49
         323        5607        1345           8
         324        5600        1360           3
         325        5585        1365           5
         326        5604        1384          37
         327        5607        1409           7
         328        5595        1422          23
         329        5554        1446          34
         330        5542        1459           4
         331        5581        1460          40
         332        5566        1469          37
         333        5540        1468          32
         334        5534        1469          21
         335        5532        1474          21
         336        5542        1478          11
         337        5505        1471           3
         338        5517        1543           1
         339        5519        1561           1
         340        5533        1561           9
         341        5558        1551           3
         342        5565        1557           2
         343        5558        1577           1
         344        5521        1573           3
         345        5502        1570           2
         346        5724        1463           4
         347        5767        1472          29
         348        5824        1487           8
         349        5585        1572           1
         350        5015        1332          11
         351        5041        1321          18
         352        5027        1305          23
         353        5040        1301          19
         354        5026        1295          11
         355        4994        1302           3
         356        5022        1288          12
         357        5710        1247           9
         358        5671        1223          54
         359        5672        1325          23
         360        5658        1274          51
         361        5637        1296          10
         362        5632        1311           8
         363        5631        1332           3
         364        5581        1332           2
         365        5587        1754           1
         366        5503        1791           1
         367        5540        1584           1
         368        5556        1809           1
         369        5418        1818           5
         370        5345        1825           1
         371        5348        1686           1
         372        5357        1558           8
         373        5588        1786           1
         374        5153        1468          14
         375        5708        1347           8
         376        5303        1653           1
         377        5347        1820           1
         378        5487        1547          14
         379        5167        1495           1
         380        5096        1521           4
         381        5460        1688           2
         382        5675        1187           8
         383        5784        1331          10
         384        5695        1979           2
         385        5059        1597          40

24435.462950
        47 0 10000 
   8 341 342 349 346 347 348 383 375 
   3 336 333 334 
   4 246 242 228 227 
   6 262 261 260 259 266 276 
  11 139 180 179 178 190 183 182 186 185 345 378 
  20 193 203 205 206 213 214 216 373 217 219  32  33  34  35   5 160 161 162 163 164 
   2 382 358 
   4 364 360 357 363 
   7 319 281 385  49  50  57  52 
  24 209 210 211 212 215 365 218 220  37  39  38  40  45 384  43  42  44  48  47  46  41  36 368 192 
   7 327 359 361 362 323 324 325
   7 239 238 235 233 249 250 379 
  12 241 236 229 230   3 223 224 231 232 234 237 240 
   3 275 288 294 
   4 351 352 221 222 
  17 320 279 265 254 255 380 256 251 252 248 243 244 245 247 253 374   1 
   7 353 354 356 355 350 225 226 
  12 269 338 339 340 343 208 367 202 344 189 184 181 
   2 308 307 
  10 145 121 112 113 118 115 114 146 149 151 
  13 142 171 381 167 165 191 199 194 176 177 175 174 173 
   1 310 
  10  72  69  64  65  18  19  63  62  73  81 
  15  88  82  80  79  78  58  59  60  61  76  77  75  74 103  90 
   2 302 311
   2 315 313 
   8 128 131 127 133 134 140   2 136 
  13 305 290 289  85  54  53 283 284 291 292 321 303 309 
   2 138 318 
   9 188 376 124 106  71  70 107 125  98 
  14 304  86  84  83  56  55 187  51 282 280 257 258 286 295 
   7 287 263 264 277 278 285 293 
   1 317 
   9  96 101 102 104 105 108 130 126  97 
   4 274 270 332 268 
   3 330 331 335 
   4 329 337 267 301
   4 296 273 272 298 
   2 322 297 
   6 306  87  89 100  99 312 
   7  94 137 132  95  93  92  91 
   1 314 
  31 110  66  68  15  17  16  29  13  24  22  23  20  21  30  31  12  11  10   9   8   7  25  26  14 370 377  67 109 122 123 129 
  22 135 144 152 150 155 156 157   4 158 159 366 198 201 197 200 207 204 195 196 169 172 170 
  18 371 111 119 120  28  27   6 369 117 116 147 148 154 166 153 168 143 141 
   3 299 316 372 
   4 326 328 300 271 

